timestamp,sensor_id,temperature,humidity,co2_ppm,battery_level
2024-05-01T00:04:00Z,LIVING_ROOM_01,19.63,52.49,412.6,98.4975
2024-05-01T00:04:00Z,OFFICE_01,20.15,47.74,427.5,71.75
2024-05-01T00:05:00Z,BATHROOM_01,19.55,68.75,,60.997
2024-05-01T00:05:00Z,BEDROOM_01,16.92,60.26,,44.9976
2024-05-01T00:05:00Z,KITCHEN_01,19.13,56.65,435.5,85.197
2024-05-01T00:05:00Z,LIVING_ROOM_01,19.5,52.7,433.1,98.497
2024-05-01T00:05:00Z,OFFICE_01,20.12,47.74,427.3,71.7
2024-05-01T00:06:00Z,BATHROOM_01,19.72,69.02,,60.9965
2024-05-01T00:06:00Z,BEDROOM_01,17.07,60.08,,44.9972
2024-05-01T00:06:00Z,KITCHEN_01,19.12,56.0,426.1,85.1965
2024-05-01T00:06:00Z,LIVING_ROOM_01,19.59,52.45,425.3,98.4965
2024-05-01T00:06:00Z,OFFICE_01,20.07,47.51,432.6,71.65
2024-05-01T00:07:00Z,BATHROOM_01,19.64,69.05,,60.996
2024-05-01T00:07:00Z,BEDROOM_01,17.07,60.1,,44.9968
2024-05-01T00:07:00Z,KITCHEN_01,19.12,56.19,425.4,85.196
2024-05-01T00:07:00Z,LIVING_ROOM_01,19.47,52.51,424.9,98.496
2024-05-01T00:07:00Z,OFFICE_01,20.04,47.8,413.9,71.6
2024-05-01T00:08:00Z,BATHROOM_01,19.57,68.65,,60.9955
2024-05-01T00:08:00Z,BEDROOM_01,17.08,60.51,,44.9964
2024-05-01T00:08:00Z,KITCHEN_01,19.2,55.7,398.4,85.1955
2024-05-01T00:08:00Z,LIVING_ROOM_01,19.66,52.31,423.8,98.4955
2024-05-01T00:08:00Z,OFFICE_01,20.0,47.65,423.6,71.55
2024-05-01T00:09:00Z,BATHROOM_01,19.57,68.27,,60.995
2024-05-01T00:09:00Z,BEDROOM_01,17.07,60.21,,44.996
2024-05-01T00:09:00Z,KITCHEN_01,19.09,55.79,423.1,85.195
2024-05-01T00:09:00Z,LIVING_ROOM_01,19.61,52.78,408.9,98.495
2024-05-01T00:09:00Z,OFFICE_01,20.11,48.6,412.8,71.5
2024-05-01T00:10:00Z,BATHROOM_01,19.71,68.88,,60.9945
2024-05-01T00:10:00Z,BEDROOM_01,16.96,60.72,,44.9956
2024-05-01T00:10:00Z,KITCHEN_01,19.17,56.19,410.9,85.1945
2024-05-01T00:10:00Z,LIVING_ROOM_01,19.64,51.83,393.8,98.4945
2024-05-01T00:10:00Z,OFFICE_01,20.1,47.71,432.7,71.45
2024-05-01T00:11:00Z,BATHROOM_01,19.64,68.76,,60.994
2024-05-01T00:11:00Z,BEDROOM_01,17.09,61.61,,44.9952
2024-05-01T00:11:00Z,KITCHEN_01,19.34,55.73,398.5,85.194
2024-05-01T00:11:00Z,LIVING_ROOM_01,19.55,52.17,428.8,98.494
2024-05-01T00:11:00Z,OFFICE_01,20.11,48.03,420.9,71.4
2024-05-01T00:12:00Z,BATHROOM_01,19.62,68.25,,60.9935
2024-05-01T00:12:00Z,BEDROOM_01,17.07,60.15,,44.9948
2024-05-01T00:12:00Z,KITCHEN_01,19.19,56.37,409.2,85.1935
2024-05-01T00:12:00Z,LIVING_ROOM_01,19.65,51.93,428.5,98.4935
2024-05-01T00:12:00Z,OFFICE_01,20.17,47.31,418.2,71.35
2024-05-01T00:13:00Z,BATHROOM_01,19.54,68.61,,60.993
2024-05-01T00:13:00Z,BEDROOM_01,17.06,59.74,,44.9944
2024-05-01T00:13:00Z,KITCHEN_01,19.2,55.88,408.5,85.193
2024-05-01T00:13:00Z,LIVING_ROOM_01,19.52,52.54,417.1,98.493
2024-05-01T00:13:00Z,OFFICE_01,20.08,47.86,418.6,71.3
2024-05-01T00:14:00Z,BATHROOM_01,19.66,68.21,,60.9925
2024-05-01T00:14:00Z,BEDROOM_01,17.15,60.05,,44.994
2024-05-01T00:14:00Z,KITCHEN_01,19.2,55.96,411.6,85.1925
2024-05-01T00:14:00Z,LIVING_ROOM_01,19.61,52.8,426.4,98.4925
2024-05-01T00:14:00Z,OFFICE_01,20.14,48.27,415.7,71.25
2024-05-01T00:15:00Z,BATHROOM_01,19.69,68.61,,60.992
2024-05-01T00:15:00Z,BEDROOM_01,17.18,60.13,,44.9936
2024-05-01T00:15:00Z,KITCHEN_01,19.23,56.6,419.8,85.192
2024-05-01T00:15:00Z,LIVING_ROOM_01,19.63,52.7,424.8,98.492
2024-05-01T00:15:00Z,OFFICE_01,20.16,47.63,426.2,70.45
2024-05-01T00:16:00Z,BATHROOM_01,19.71,68.28,,60.9915
2024-05-01T00:16:00Z,BEDROOM_01,17.06,60.27,,44.9932
2024-05-01T00:16:00Z,KITCHEN_01,19.19,55.99,429.5,85.1915
2024-05-01T00:16:00Z,LIVING_ROOM_01,19.56,52.24,415.3,98.4915
2024-05-01T00:16:00Z,OFFICE_01,20.25,46.79,414.2,71.15
2024-05-01T00:17:00Z,BATHROOM_01,19.75,68.01,,60.991
2024-05-01T00:17:00Z,BEDROOM_01,17.09,59.92,,44.9928
2024-05-01T00:17:00Z,KITCHEN_01,19.18,55.94,414.2,85.191
2024-05-01T00:17:00Z,LIVING_ROOM_01,19.65,52.32,443.4,98.491
2024-05-01T00:17:00Z,OFFICE_01,20.09,48.53,430.1,71.1
2024-05-01T00:18:00Z,BATHROOM_01,19.74,68.8,,60.9905
2024-05-01T00:18:00Z,BEDROOM_01,17.22,60.37,,44.9924
2024-05-01T00:18:00Z,KITCHEN_01,19.36,55.73,439.0,85.1905
2024-05-01T00:18:00Z,LIVING_ROOM_01,19.55,52.1,427.7,98.4905
2024-05-01T00:18:00Z,OFFICE_01,20.09,47.94,418.3,71.05
2024-05-01T00:19:00Z,BATHROOM_01,19.68,68.44,,60.99
2024-05-01T00:19:00Z,BEDROOM_01,17.12,61.29,,44.992
2024-05-01T00:19:00Z,KITCHEN_01,19.35,55.91,406.0,85.19
2024-05-01T00:19:00Z,LIVING_ROOM_01,19.73,52.53,428.4,98.49
2024-05-01T00:19:00Z,OFFICE_01,20.18,48.18,430.7,71.0
2024-05-01T00:20:00Z,BATHROOM_01,19.69,68.41,,60.9895
2024-05-01T00:20:00Z,BEDROOM_01,17.1,60.91,,44.9916
2024-05-01T00:20:00Z,KITCHEN_01,19.28,56.24,437.8,85.1895
2024-05-01T00:20:00Z,LIVING_ROOM_01,19.73,52.29,405.8,98.4895
2024-05-01T00:20:00Z,OFFICE_01,20.21,47.64,415.8,70.95
2024-05-01T00:21:00Z,BATHROOM_01,19.67,68.65,,60.989
2024-05-01T00:21:00Z,BEDROOM_01,17.12,60.37,,44.9912
2024-05-01T00:21:00Z,KITCHEN_01,19.15,55.22,419.6,85.189
2024-05-01T00:21:00Z,LIVING_ROOM_01,19.58,52.89,405.6,98.489
2024-05-01T00:21:00Z,OFFICE_01,20.07,48.33,424.5,70.9
2024-05-01T00:22:00Z,BATHROOM_01,19.81,68.09,,60.9885
2024-05-01T00:22:00Z,BEDROOM_01,17.17,60.39,,44.9908
2024-05-01T00:22:00Z,KITCHEN_01,19.13,55.94,424.2,85.1885
2024-05-01T00:22:00Z,LIVING_ROOM_01,19.63,52.55,416.8,98.4885
2024-05-01T00:22:00Z,OFFICE_01,20.16,48.06,419.9,70.85
2024-05-01T00:23:00Z,BATHROOM_01,19.76,68.63,,60.988
2024-05-01T00:23:00Z,BEDROOM_01,17.04,60.55,,44.9904
2024-05-01T00:23:00Z,KITCHEN_01,19.1,56.29,425.8,85.188
2024-05-01T00:23:00Z,LIVING_ROOM_01,19.69,52.6,443.2,98.488
2024-05-01T00:23:00Z,OFFICE_01,20.04,48.66,436.6,70.8
2024-05-01T00:24:00Z,BATHROOM_01,19.97,68.14,,60.9875
2024-05-01T00:24:00Z,BEDROOM_01,17.17,59.54,,44.99
2024-05-01T00:24:00Z,KITCHEN_01,19.26,55.36,420.5,85.1875
2024-05-01T00:24:00Z,LIVING_ROOM_01,19.68,52.14,414.4,98.4875
2024-05-01T00:24:00Z,OFFICE_01,20.09,47.3,428.3,70.75
2024-05-01T00:25:00Z,BATHROOM_01,19.63,68.73,,60.987
2024-05-01T00:25:00Z,BEDROOM_01,16.99,60.82,,44.9896
2024-05-01T00:25:00Z,KITCHEN_01,19.25,55.69,436.6,85.187
2024-05-01T00:25:00Z,LIVING_ROOM_01,19.57,52.9,414.3,98.487
2024-05-01T00:25:00Z,OFFICE_01,20.01,48.46,411.3,70.7
2024-05-01T00:26:00Z,BATHROOM_01,19.93,67.67,,60.9865
2024-05-01T00:26:00Z,BEDROOM_01,17.13,60.43,,44.9892
2024-05-01T00:26:00Z,KITCHEN_01,19.07,54.99,414.5,85.1865
2024-05-01T00:26:00Z,LIVING_ROOM_01,19.63,52.74,412.8,98.4865
2024-05-01T00:26:00Z,OFFICE_01,20.05,47.42,440.9,70.65
2024-05-01T00:27:00Z,BATHROOM_01,19.61,67.73,,60.986
2024-05-01T00:27:00Z,BEDROOM_01,17.01,60.06,,44.9888
2024-05-01T00:27:00Z,KITCHEN_01,19.27,55.93,398.6,85.186
2024-05-01T00:27:00Z,LIVING_ROOM_01,19.62,51.72,409.2,98.486
2024-05-01T00:27:00Z,OFFICE_01,20.15,47.29,417.6,70.6
2024-05-01T00:28:00Z,BATHROOM_01,19.69,68.61,,60.9855
2024-05-01T00:28:00Z,BEDROOM_01,17.08,60.85,,44.9884
2024-05-01T00:28:00Z,KITCHEN_01,19.09,56.7,427.8,85.1855
2024-05-01T00:28:00Z,LIVING_ROOM_01,19.6,52.65,431.9,98.4855
2024-05-01T00:28:00Z,OFFICE_01,20.07,47.61,385.5,70.55
2024-05-01T00:29:00Z,BATHROOM_01,19.82,67.82,,60.985
2024-05-01T00:29:00Z,BEDROOM_01,17.15,60.6,,44.988
2024-05-01T00:29:00Z,KITCHEN_01,19.27,55.7,425.8,85.185
2024-05-01T00:29:00Z,LIVING_ROOM_01,19.65,52.52,421.7,98.485
2024-05-01T00:29:00Z,OFFICE_01,20.15,48.37,439.4,70.5
2024-05-01T00:30:00Z,BATHROOM_01,19.88,68.4,,60.9845
2024-05-01T00:30:00Z,BEDROOM_01,16.92,60.61,,44.9876
2024-05-01T00:30:00Z,KITCHEN_01,19.29,56.13,425.8,85.1845
2024-05-01T00:30:00Z,LIVING_ROOM_01,19.74,52.67,422.7,98.4845
2024-05-01T00:30:00Z,OFFICE_01,20.35,47.35,416.4,69.7
2024-05-01T00:31:00Z,BATHROOM_01,19.71,69.14,,60.984
2024-05-01T00:31:00Z,BEDROOM_01,17.06,60.37,,44.9872
2024-05-01T00:31:00Z,KITCHEN_01,19.24,55.52,435.4,85.184
2024-05-01T00:31:00Z,LIVING_ROOM_01,19.57,52.88,423.8,98.484
2024-05-01T00:31:00Z,OFFICE_01,20.09,47.49,414.4,70.4
2024-05-01T00:32:00Z,BATHROOM_01,19.72,68.38,,60.9835
2024-05-01T00:32:00Z,BEDROOM_01,17.21,60.37,,44.9868
2024-05-01T00:32:00Z,KITCHEN_01,19.25,56.71,415.5,85.1835
2024-05-01T00:32:00Z,LIVING_ROOM_01,19.76,52.28,439.5,98.4835
2024-05-01T00:32:00Z,OFFICE_01,20.29,47.6,409.3,70.35
2024-05-01T00:33:00Z,BATHROOM_01,19.85,68.33,,60.983
2024-05-01T00:33:00Z,BEDROOM_01,17.1,60.7,,44.9864
2024-05-01T00:33:00Z,KITCHEN_01,19.27,55.53,418.9,85.183
2024-05-01T00:33:00Z,LIVING_ROOM_01,19.63,53.08,421.2,98.483
2024-05-01T00:33:00Z,OFFICE_01,20.15,47.45,420.2,70.3
2024-05-01T00:34:00Z,BATHROOM_01,19.9,67.86,,60.9825
2024-05-01T00:34:00Z,BEDROOM_01,17.06,60.1,,44.986
2024-05-01T00:34:00Z,KITCHEN_01,19.34,55.46,441.3,85.1825
2024-05-01T00:34:00Z,LIVING_ROOM_01,19.62,52.0,418.5,98.4825
2024-05-01T00:34:00Z,OFFICE_01,20.31,47.39,419.4,70.25
2024-05-01T00:35:00Z,BATHROOM_01,19.84,68.75,,60.982
2024-05-01T00:35:00Z,BEDROOM_01,17.23,60.69,,44.9856
2024-05-01T00:35:00Z,KITCHEN_01,19.42,55.74,422.2,85.182
2024-05-01T00:35:00Z,LIVING_ROOM_01,19.78,52.59,426.9,98.482
2024-05-01T00:35:00Z,OFFICE_01,20.14,47.64,437.0,70.2
2024-05-01T00:36:00Z,BATHROOM_01,19.75,68.79,,60.9815
2024-05-01T00:36:00Z,BEDROOM_01,17.03,61.25,,44.9852
2024-05-01T00:36:00Z,KITCHEN_01,19.26,56.08,416.0,85.1815
2024-05-01T00:36:00Z,LIVING_ROOM_01,19.48,52.91,425.6,98.4815
2024-05-01T00:36:00Z,OFFICE_01,20.09,48.22,412.7,70.15
2024-05-01T00:37:00Z,BATHROOM_01,20.05,67.76,,60.981
2024-05-01T00:37:00Z,BEDROOM_01,17.06,60.84,,44.9848
2024-05-01T00:37:00Z,KITCHEN_01,19.3,55.84,418.0,85.181
2024-05-01T00:37:00Z,LIVING_ROOM_01,19.63,52.19,420.0,98.481
2024-05-01T00:37:00Z,OFFICE_01,20.09,47.89,430.9,70.1
2024-05-01T00:38:00Z,BATHROOM_01,19.81,68.17,,60.9805
2024-05-01T00:38:00Z,BEDROOM_01,17.18,59.78,,44.9844
2024-05-01T00:38:00Z,KITCHEN_01,19.2,55.73,421.5,85.1805
2024-05-01T00:38:00Z,LIVING_ROOM_01,19.82,51.79,415.7,98.4805
2024-05-01T00:38:00Z,OFFICE_01,20.12,47.59,433.3,70.05
2024-05-01T00:39:00Z,BATHROOM_01,19.83,67.78,,60.98
2024-05-01T00:39:00Z,BEDROOM_01,17.15,60.28,,44.984
2024-05-01T00:39:00Z,KITCHEN_01,19.4,55.37,411.3,85.18
2024-05-01T00:39:00Z,LIVING_ROOM_01,19.79,52.07,416.4,98.48
2024-05-01T00:39:00Z,OFFICE_01,20.28,47.66,419.8,70.0
2024-05-01T00:40:00Z,BATHROOM_01,19.86,67.51,,60.9795
2024-05-01T00:40:00Z,BEDROOM_01,17.28,59.95,,44.9836
2024-05-01T00:40:00Z,KITCHEN_01,19.4,55.93,415.1,85.1795
2024-05-01T00:40:00Z,LIVING_ROOM_01,19.7,51.86,422.2,98.4795
2024-05-01T00:40:00Z,OFFICE_01,20.16,47.4,443.3,69.95
2024-05-01T00:41:00Z,BATHROOM_01,19.82,67.98,,60.979
2024-05-01T00:41:00Z,BEDROOM_01,17.05,60.97,,44.9832
2024-05-01T00:41:00Z,KITCHEN_01,19.4,54.97,442.1,85.179
2024-05-01T00:41:00Z,LIVING_ROOM_01,19.59,52.85,420.0,98.479
2024-05-01T00:41:00Z,OFFICE_01,20.15,47.84,436.9,69.9
2024-05-01T00:42:00Z,BATHROOM_01,19.97,68.06,,60.9785
2024-05-01T00:42:00Z,BEDROOM_01,17.18,60.46,,44.9828
2024-05-01T00:42:00Z,KITCHEN_01,19.23,55.74,403.9,85.1785
2024-05-01T00:42:00Z,LIVING_ROOM_01,19.88,52.26,433.7,98.4785
2024-05-01T00:42:00Z,OFFICE_01,20.17,47.73,421.5,69.85
2024-05-01T00:43:00Z,BATHROOM_01,19.82,69.29,,60.978
2024-05-01T00:43:00Z,BEDROOM_01,17.05,60.54,,44.9824
2024-05-01T00:43:00Z,KITCHEN_01,19.48,55.9,432.1,85.178
2024-05-01T00:43:00Z,LIVING_ROOM_01,19.59,52.44,423.2,98.478
2024-05-01T00:43:00Z,OFFICE_01,20.04,48.03,408.6,69.8
2024-05-01T00:44:00Z,BATHROOM_01,19.93,67.9,,60.9775
2024-05-01T00:44:00Z,BEDROOM_01,17.09,60.59,,44.982
2024-05-01T00:44:00Z,KITCHEN_01,19.22,55.94,426.0,85.1775
2024-05-01T00:44:00Z,LIVING_ROOM_01,19.84,51.52,429.9,98.4775
2024-05-01T00:44:00Z,OFFICE_01,20.19,47.44,433.1,69.75
2024-05-01T00:45:00Z,BATHROOM_01,19.91,67.7,,60.977
2024-05-01T00:45:00Z,BEDROOM_01,17.27,60.06,,44.9816
2024-05-01T00:45:00Z,KITCHEN_01,19.34,55.95,414.8,85.177
2024-05-01T00:45:00Z,LIVING_ROOM_01,19.75,52.91,427.1,98.477
2024-05-01T00:46:00Z,BATHROOM_01,19.9,68.27,,60.9765
2024-05-01T00:46:00Z,BEDROOM_01,17.21,60.59,,44.9812
2024-05-01T00:46:00Z,KITCHEN_01,19.34,55.46,408.4,85.1765
2024-05-01T00:46:00Z,LIVING_ROOM_01,19.71,52.14,407.5,98.4765
2024-05-01T00:46:00Z,OFFICE_01,20.14,47.28,410.7,69.65
2024-05-01T00:47:00Z,BATHROOM_01,19.75,68.03,,60.976
2024-05-01T00:47:00Z,BEDROOM_01,17.02,61.01,,44.9808
2024-05-01T00:47:00Z,KITCHEN_01,19.38,55.27,422.9,85.176
2024-05-01T00:47:00Z,LIVING_ROOM_01,19.73,52.25,440.2,98.476
2024-05-01T00:47:00Z,OFFICE_01,20.39,47.12,421.0,69.6
2024-05-01T00:48:00Z,BATHROOM_01,19.89,68.06,,60.9755
2024-05-01T00:48:00Z,BEDROOM_01,17.12,60.59,,44.9804
2024-05-01T00:48:00Z,KITCHEN_01,19.31,55.88,424.4,85.1755
2024-05-01T00:48:00Z,LIVING_ROOM_01,19.67,52.52,404.3,98.4755
2024-05-01T00:48:00Z,OFFICE_01,20.14,47.86,412.4,69.55
2024-05-01T00:49:00Z,BATHROOM_01,19.98,68.21,,60.975
2024-05-01T00:49:00Z,BEDROOM_01,17.16,60.68,,44.98
2024-05-01T00:49:00Z,KITCHEN_01,19.52,55.33,423.1,85.175
2024-05-01T00:49:00Z,LIVING_ROOM_01,19.69,52.48,428.2,98.475
2024-05-01T00:49:00Z,OFFICE_01,20.35,48.09,436.6,69.5
2024-05-01T00:50:00Z,BATHROOM_01,19.97,68.17,,60.9745
2024-05-01T00:50:00Z,BEDROOM_01,17.21,60.23,,44.9796
2024-05-01T00:50:00Z,KITCHEN_01,19.4,55.55,419.4,85.1745
2024-05-01T00:50:00Z,LIVING_ROOM_01,19.84,52.17,408.8,98.4745
2024-05-01T00:50:00Z,OFFICE_01,20.15,47.74,423.1,69.45
2024-05-01T00:51:00Z,BATHROOM_01,19.9,67.78,,60.974
2024-05-01T00:51:00Z,BEDROOM_01,17.19,59.5,,44.9792
2024-05-01T00:51:00Z,KITCHEN_01,19.51,55.35,416.4,85.174
2024-05-01T00:51:00Z,LIVING_ROOM_01,19.77,52.48,424.9,98.474
2024-05-01T00:51:00Z,OFFICE_01,20.16,47.99,410.3,69.4
2024-05-01T00:52:00Z,BATHROOM_01,19.95,68.01,,60.9735
2024-05-01T00:52:00Z,BEDROOM_01,17.16,59.84,,44.9788
2024-05-01T00:52:00Z,KITCHEN_01,19.45,55.19,434.1,85.1735
2024-05-01T00:52:00Z,LIVING_ROOM_01,19.68,52.84,420.9,98.4735
2024-05-01T00:52:00Z,OFFICE_01,20.19,47.78,416.4,69.35
2024-05-01T00:53:00Z,BATHROOM_01,19.95,67.4,,60.973
2024-05-01T00:53:00Z,BEDROOM_01,17.05,60.57,,44.9784
2024-05-01T00:53:00Z,KITCHEN_01,19.39,55.81,414.0,85.173
2024-05-01T00:53:00Z,LIVING_ROOM_01,19.79,52.76,426.1,98.473
2024-05-01T00:53:00Z,OFFICE_01,20.24,47.6,444.8,69.3
2024-05-01T00:54:00Z,BATHROOM_01,20.06,67.81,,60.9725
2024-05-01T00:54:00Z,BEDROOM_01,17.15,60.67,,44.978
2024-05-01T00:54:00Z,KITCHEN_01,19.46,54.88,424.9,85.1725
2024-05-01T00:54:00Z,LIVING_ROOM_01,19.77,53.14,422.4,98.4725
2024-05-01T00:54:00Z,OFFICE_01,20.28,47.77,436.3,69.25
2024-05-01T00:55:00Z,BATHROOM_01,20.06,67.8,,60.972
2024-05-01T00:55:00Z,BEDROOM_01,17.11,60.52,,44.9776
2024-05-01T00:55:00Z,KITCHEN_01,19.53,56.29,421.5,85.172
2024-05-01T00:55:00Z,LIVING_ROOM_01,19.72,52.38,434.8,98.472
2024-05-01T00:55:00Z,OFFICE_01,20.25,48.26,417.6,69.2
2024-05-01T00:56:00Z,BATHROOM_01,20.09,68.24,,60.9715
2024-05-01T00:56:00Z,BEDROOM_01,17.05,61.08,,44.9772
2024-05-01T00:56:00Z,KITCHEN_01,19.46,55.49,421.7,85.1715
2024-05-01T00:56:00Z,LIVING_ROOM_01,19.76,52.5,432.0,98.4715
2024-05-01T00:56:00Z,OFFICE_01,20.2,47.96,424.4,69.15
2024-05-01T00:57:00Z,BATHROOM_01,20.14,67.64,,60.971
2024-05-01T00:57:00Z,BEDROOM_01,17.07,60.83,,44.9768
2024-05-01T00:57:00Z,KITCHEN_01,19.43,55.94,423.2,85.171
2024-05-01T00:57:00Z,LIVING_ROOM_01,19.71,51.66,423.0,98.471
2024-05-01T00:57:00Z,OFFICE_01,20.21,47.57,406.8,69.1
2024-05-01T00:58:00Z,BATHROOM_01,19.95,67.46,,60.9705
2024-05-01T00:58:00Z,BEDROOM_01,17.2,60.58,,44.9764
2024-05-01T00:58:00Z,KITCHEN_01,19.51,55.8,428.4,85.1705
2024-05-01T00:58:00Z,LIVING_ROOM_01,19.78,52.02,428.7,98.4705
2024-05-01T00:58:00Z,OFFICE_01,20.22,48.17,414.8,69.05
2024-05-01T00:59:00Z,BATHROOM_01,19.98,67.93,,60.97
2024-05-01T00:59:00Z,BEDROOM_01,17.29,60.58,,44.976
2024-05-01T00:59:00Z,KITCHEN_01,19.45,55.77,426.1,85.17
2024-05-01T00:59:00Z,LIVING_ROOM_01,19.81,51.83,425.2,98.47
2024-05-01T00:59:00Z,OFFICE_01,20.26,48.17,421.0,69.0
2024-05-01T01:00:00Z,BATHROOM_01,20.11,68.36,,60.9695
2024-05-01T01:00:00Z,BEDROOM_01,17.19,60.06,,44.9756
2024-05-01T01:00:00Z,KITCHEN_01,19.56,55.45,422.2,85.1695
2024-05-01T01:00:00Z,LIVING_ROOM_01,19.75,51.71,424.5,98.4695
2024-05-01T01:00:00Z,OFFICE_01,20.17,47.62,411.1,68.95
2024-05-01T01:00:00Z,OFFICE_01,20.35,47.88,425.9,68.2
2024-05-01T01:01:00Z,BATHROOM_01,20.09,67.83,,60.969
2024-05-01T01:01:00Z,BEDROOM_01,17.17,60.33,,44.9752
2024-05-01T01:01:00Z,KITCHEN_01,19.5,56.14,419.4,85.169
2024-05-01T01:01:00Z,LIVING_ROOM_01,19.77,51.98,425.2,98.469
2024-05-01T01:01:00Z,OFFICE_01,20.17,48.43,416.8,68.9
2024-05-01T01:02:00Z,BATHROOM_01,20.12,67.42,,60.9685
2024-05-01T01:02:00Z,BEDROOM_01,17.27,59.96,,44.9748
2024-05-01T01:02:00Z,KITCHEN_01,19.62,55.87,410.1,85.1685
2024-05-01T01:02:00Z,LIVING_ROOM_01,19.82,51.98,424.0,98.4685
2024-05-01T01:02:00Z,OFFICE_01,20.25,47.37,422.9,68.85
2024-05-01T01:03:00Z,BATHROOM_01,20.22,67.49,,60.968
2024-05-01T01:03:00Z,BEDROOM_01,17.13,60.22,,44.9744
2024-05-01T01:03:00Z,KITCHEN_01,19.48,55.75,410.6,85.168
2024-05-01T01:03:00Z,LIVING_ROOM_01,19.86,51.88,423.8,98.468
2024-05-01T01:03:00Z,OFFICE_01,20.14,47.83,426.4,68.8
2024-05-01T01:04:00Z,BATHROOM_01,20.14,67.99,,60.9675
2024-05-01T01:04:00Z,BEDROOM_01,17.34,59.63,,44.974
2024-05-01T01:04:00Z,KITCHEN_01,19.56,54.85,427.1,85.1675
2024-05-01T01:04:00Z,LIVING_ROOM_01,19.79,53.16,401.4,98.4675
2024-05-01T01:04:00Z,OFFICE_01,20.24,49.34,423.6,68.75
2024-05-01T01:05:00Z,BATHROOM_01,20.27,67.62,,60.967
2024-05-01T01:05:00Z,BEDROOM_01,17.2,60.19,,44.9736
2024-05-01T01:05:00Z,KITCHEN_01,19.4,56.48,422.2,85.167
2024-05-01T01:05:00Z,LIVING_ROOM_01,19.85,52.06,419.0,98.467
2024-05-01T01:05:00Z,OFFICE_01,20.3,46.94,422.1,68.7
2024-05-01T01:06:00Z,BATHROOM_01,20.23,68.27,,60.9665
2024-05-01T01:06:00Z,BEDROOM_01,17.21,60.21,,44.9732
2024-05-01T01:06:00Z,KITCHEN_01,19.63,55.37,416.1,85.1665
2024-05-01T01:06:00Z,LIVING_ROOM_01,19.95,52.06,442.4,98.4665
2024-05-01T01:06:00Z,OFFICE_01,20.36,47.7,429.1,68.65
2024-05-01T01:07:00Z,BATHROOM_01,20.12,68.02,,60.966
2024-05-01T01:07:00Z,BEDROOM_01,17.14,60.16,,44.9728
2024-05-01T01:07:00Z,KITCHEN_01,19.51,56.04,418.7,85.166
2024-05-01T01:07:00Z,LIVING_ROOM_01,19.76,52.43,415.1,98.466
2024-05-01T01:07:00Z,OFFICE_01,20.23,47.79,412.8,68.6
2024-05-01T01:08:00Z,BATHROOM_01,20.21,67.87,,60.9655
2024-05-01T01:08:00Z,BEDROOM_01,17.19,59.95,,44.9724
2024-05-01T01:08:00Z,KITCHEN_01,19.35,55.61,409.9,85.1655
2024-05-01T01:08:00Z,LIVING_ROOM_01,19.75,52.32,417.2,98.4655
2024-05-01T01:08:00Z,OFFICE_01,20.15,48.19,431.8,68.55
2024-05-01T01:09:00Z,BATHROOM_01,20.16,68.37,,60.965
2024-05-01T01:09:00Z,BEDROOM_01,17.19,60.48,,44.972
2024-05-01T01:09:00Z,KITCHEN_01,19.61,55.07,415.1,85.165
2024-05-01T01:09:00Z,LIVING_ROOM_01,19.82,51.37,440.0,98.465
2024-05-01T01:09:00Z,OFFICE_01,20.26,47.77,406.8,68.5
